image,text
books/books33.png,رستم بارگاہِ الٰہی میں دعا کرتا ہے کہ اسے دوبارہ جوانی، طاقت اور شجاعت عطا کی جائے تاکہ وہ اپنی ذمہ داریاں بہتر طریقے سے ادا کر سکے۔
books/books34.png,رستم اور سہراب کے درمیان شدید جنگ ہوتی ہے۔ غرور، طاقت اور تقدیر کے موضوعات نمایاں ہوتے ہیں اور آخر میں رستم سہراب کے سینے میں خنجر گھونپ دیتا ہے۔
books/books35.png,آغا حشر کاشمیری اردو کے عظیم ڈرامہ نگار تھے۔ ان کے مشہور ڈراموں میں رستم و سہراب، یہودی کی لڑکی، آنکھ کا نشہ، خوابِ ہستی اور دیگر شامل ہیں۔ ان کی تحریروں میں جاندار مکالمے، جذبات اور معاشرتی مسائل کی عکاسی ملتی ہے۔
books/books36.png,مشتاق احمد یوسفی کی شخصیت اور مزاح نگاری پر روشنی ڈالی جائے، طلبہ سے درست تلفظ اور روانی کے ساتھ بلند خوانی کروائی جائے، اور طنز و مزاح کے پردے میں پوشیدہ معاشرتی پہلوؤں کو سمجھایا جائے۔
books/books37.png,رموزِ اوقاف میں ختمہ جملے کے اختتام پر استعمال ہوتا ہے جبکہ سکتہ مختصر وقفے یا فہرست میں مختلف اشیاء کو الگ کرنے کے لیے استعمال کیا جاتا ہے۔
books/books38.png,کعبۃ اللہ کی عظمت، اذانوں کی گونج، اللہ تعالیٰ کی کبریائی، رحمت اور دعا کی قبولیت کو خوبصورت منظوم انداز میں بیان کیا گیا ہے۔
books/books39.png,لندن سے لاہور جانے والی پرواز میں ایک نوجوان مسافر اور ایک خاتون کے درمیان خاموشی، سکون اور باہمی احترام پر مبنی دلچسپ واقعہ بیان کیا گیا ہے جہاں خاتون اس کی سہولت کے لیے روشنی بند کر دیتی ہیں۔
books/books40.png,لندن سے لاہور کے سفر کے دوران ایک خاتون اور نوجوان مسافر کے درمیان ادب، شائستگی، سکون اور باہمی احترام پر مبنی گفتگو پیش کی گئی ہے جس میں دوسروں کی سہولت کا خیال رکھنے کی اہمیت اجاگر کی گئی ہے۔
newspaper/news001.png,روزنامہ جنگ راولپنڈی۔ کسی جہاز کو نقصان پہنچایا تو وادی کی منجمد اثاثوں سے کی گئی، ایران کو ہتھیار بھیجے تو بہت مہنگا پڑے گا: ٹرمپ۔ دہشت گردی کے پیچھے بھارت کا ہاتھ، وسائل بھی مہیا کر رہا ہے، افغان سرزمین پاکستان کے خلاف استعمال کر رہے ہیں: وزیر اعظم۔ خودکش حملہ: 15 ملک کے شاندار شہید، 12 دہشت گرد ہلاک۔ ٹینک میں دھماکہ خیز مواد سے بھری گاڑی چیک پوسٹ سے ٹکرا دی، فورسز کی بروقت جوابی کارروائی۔
newspaper/news002.png,ایران میں مہنگائی کے خلاف احتجاج شدت اختیار کر گیا، انٹرنیٹ سروس بند، پروازیں منسوخ۔ مظاہروں کے دوران 34 مظاہرین اور 4 سیکیورٹی اہلکار جان بحق، دو ہزار سے زائد افراد گرفتار۔ افغان طالبان کی واپسی کے بعد پاکستان سب سے زیادہ دہشت گردی سے متاثر ملک قرار۔
newspaper/news003.png,ایران میں بے امنی، پاکستانی شہریوں کو غیر ضروری سفر سے گریز کی ہدایت۔ دفتر خارجہ نے ایران میں مقیم پاکستانیوں کو احتیاط برتنے کی ہدایت کی۔ امریکا بھارت تجارتی معاہدہ ملتوی ہونے کی وجہ مودی کا ٹرمپ کو کال نہ کرنا تھا۔
newspaper/news004.png,بنگلہ دیش اور پاکستان کے درمیان 14 سال بعد براہ راست پروازیں بحال، شیڈول جاری۔ ایران میں احتجاج کا 12 واں روز، مظاہرے کے دوران پولیس افسر جان بحق۔
newspaper/news005.png,پاکستان اور سعودی عرب کے درمیان دفاعی تعاون مزید مضبوط بنانے پر اتفاق۔ ایئر چیف مارشل ظہیر احمد بابر سدھو کی سعودی عسکری قیادت سے ملاقات۔ امریکا میں امیگریشن افسر کی فائرنگ سے خاتون ہلاک، بڑے پیمانے پر احتجاج۔
newspaper/news006.png,ترجمان کے الیکٹرک کا کہنا ہے کہ بارش کے دوران شہر میں کے الیکٹرک کا ترسیلی نظام مجموعی طور پر مستحکم رہا۔ تقریباً 90 فیصد فیڈرز سے بجلی کی فراہمی بلا تعطل جاری رہی۔
newspaper/news007.png,ٹرمپ نے پاکستان، چین، بھارت سمیت 60 ممالک پر نئے ٹیرف نافذ کر دیے۔ آزاد کشمیر اور بھارتی مقبوضہ کشمیر کی صورتحال میں واضح فرق ہے۔ ایران حملہ اور نئے ٹیرف امریکی معیشت کیلئے خطرہ۔
newspaper/news008.png,اسلام آباد ہائی کورٹ نے متنازع ٹوئٹس کیس میں ایمان مزاری اور ہادی چٹھہ کی سزا معطلی کی درخواستوں کو قابل سماعت قرار دے دیا۔
newspaper/news009.png,سندھ کے مختلف اضلاع میں آج سے 27 جولائی تک وقفے وقفے سے بارش کا امکان ہے۔ محکمہ موسمیات کے مطابق کراچی میں آئندہ تین روز بارش اور بوندا باندی متوقع ہے۔
newspaper/news010.png,امیر جماعت اسلامی کراچی منعم ظفر خان کا کہنا ہے کہ گزشتہ روز بارش کے پہلے قطرے کے ساتھ ہی 200 فیڈرز ٹرپ کر گئے۔ سندھ حکومت اور کے الیکٹرک پر شدید تنقید۔
newspaper/news011.png,ٹک ٹاک کا پاکستان میں چھوٹے کاروبار کیلئے سیلف سروس ایڈورٹائزنگ پلیٹ فارم متعارف۔ پاکستانی یوٹیوب مواد کے مجموعی واچ ٹائم میں 60 فیصد بیرون ملک ناظرین کا حصہ۔
newspaper/news012.png,ٹوائلٹ میں تصاویر کھینچنے کیلئے بنائے گئے کیمرے کے ڈیٹا تک دوسروں کو رسائی کا انکشاف۔ یوٹیوب کا نیا ری کیپ فیچر، صارفین اب سال بھر دیکھی گئی ویڈیوز کا خلاصہ دیکھ سکیں گے۔
newspaper/news013.png,پاکستانی مسافروں کیلئے بڑی خبر، یو اے ای پہنچنے پر طویل امیگریشن کارروائی سے چھٹکارا۔ بھارت کا آٹھ ماہ میں دوسرا خلائی مشن ناکام۔
newspaper/news014.png,حملے کی صورت میں ایران کی اسرائیل اور امریکی اڈوں کو نشانہ بنانے کی دھمکی۔ ایرانی عوام آزادی چاہتے ہیں، امریکا ان کی مدد کیلئے تیار ہے، ڈونلڈ ٹرمپ۔
newspaper/news015.png,ترکیہ پاکستان اور سعودی عرب کے باہمی دفاعی معاہدے میں شمولیت کا خواہاں، نیا سیکورٹی اتحاد متوقع۔ بنگلہ دیش نے بھارت میں اپنے سفارتی مشنز کے ویزا سیکشن بند کر دیے۔
newspaper/news016.png,بنگلہ دیش نے آئی پی ایل کی نشریات پر پابندی لگا دی۔ غلامی کے دن ختم، بنگلہ دیش کا اپنے ورلڈ کپ میچز بھارت سے منتقل کروانے کا عندیہ۔
newspaper/news017.png,دو روز میں ٹیسٹ میچ ختم، آئی سی سی نے میلبورن کرکٹ گراؤنڈ کی پچ ناقص قرار دے دی۔ تمیز کے دائرے میں رہنا، سرفراز احمد کا جملہ ایشیا کپ کی فتح سے زیادہ وائرل۔
newspaper/news018.png,بھارتی کھلاڑیوں کے رویے مناسب نہیں تھے، سرفراز احمد۔ پاکستان نے فیورٹ بھارت کو باآسانی چت کرکے انڈر 19 ایشیا کپ جیت لیا۔
newspaper/news019.png,میسی کی آمد پر کولکتہ اسٹیڈیم میں شدید بدنظمی، توڑ پھوڑ، واقعے کی تحقیقات کیلئے کمیٹی تشکیل۔ جنت نظیر وادی آزاد کشمیر میں پی ایس ایل کا میدان سجنے کو تیار۔
newspaper/news020.png,حکومت کا گیس مہنگی کرنے کے بجائے پیٹرولیم لیوی مزید بڑھانے کا منصوبہ۔ اسٹاک ایکسچینج میں نئی تاریخ رقم، ایک لاکھ 79 ہزار کی بلند سطح بھی عبور۔
newspaper/news021.png,کویت نے پاکستان کے ساتھ دفاعی تعاون کے معاہدے کو شاہی فرمان کے ذریعے منظور کر لیا ہے۔ اس معاہدے کے تحت فوجی تربیت، انٹیلی جنس، لاجسٹکس، دفاعی ٹیکنالوجی، تحقیق اور مہارت کے تبادلے میں تعاون کیا جائے گا۔ پاکستانی سفیر کے مطابق اس معاہدے کا مقصد دونوں ممالک کے درمیان دفاعی تعاون اور علاقائی امن کو فروغ دینا ہے۔
newspaper/news022.png,راولا کوٹ میں ہونے والی جھڑپوں کے بعد میرپور میں بھی عوامی ایکشن کمیٹی کے کارکنوں اور پولیس کے درمیان تصادم ہوا جس میں کم از کم ایک شخص جاں بحق ہو گیا۔ آزاد کشمیر میں احتجاج اور سیکیورٹی اہلکاروں کے درمیان کشیدگی کے باعث حالات مزید خراب ہو گئے۔
newspaper/news023.png,محکمہ موسمیات نے ملک میں شدید سردی اور غیر معمولی موسم سے متعلق افواہوں کی تردید کرتے ہوئے کہا ہے کہ جدید موسمیاتی ماڈلز کے مطابق درجہ حرارت معمول کے مطابق رہنے کا امکان ہے۔
newspaper/news024.png,تحریک لبیک پاکستان کے سربراہ سعد رضوی اور ان کے بھائی کی گمشدگی کے حوالے سے بتایا گیا ہے کہ وہ ریاستی تحویل میں نہیں بلکہ آزاد کشمیر میں موجود ہیں۔ قانون نافذ کرنے والے اداروں نے ان کی گرفتاری کی خبروں کی تردید کی ہے۔
newspaper/news025.png,چین نے شکسگام اور کشمیر کے حوالے سے بھارت کے دعوے کو مسترد کرتے ہوئے کہا ہے کہ پاکستان اور چین کے درمیان سرحدی معاہدہ قانونی اور درست ہے اور دونوں ممالک کو اپنی سرحدوں کے تعین کا مکمل حق حاصل ہے۔
newspaper/news026.png,پاکستان اور متحدہ عرب امارات کے درمیان پری امیگریشن کلیئرنس معاہدے پر اتفاق ہو گیا ہے۔ اس سہولت کے تحت پاکستانی مسافر یو اے ای پہنچنے کے بعد طویل امیگریشن کارروائی سے بچ سکیں گے۔ پہلے مرحلے میں کراچی سے سفر کرنے والے مسافر اس سہولت سے فائدہ اٹھائیں گے۔
newspaper/news027.png,عروج اورنگزیب نے کہا کہ لاپتہ افراد کے لیے آواز اٹھانے والوں کو سخت سزاؤں کا سامنا کرنا پڑا۔ انہوں نے ڈاکٹر ماہ رنگ بلوچ، علی وزیر اور آزاد کشمیر میں احتجاج پر پابندی کا ذکر کرتے ہوئے اظہارِ رائے کی آزادی پر سوالات اٹھائے۔
newspaper/news028.png,سوشل میڈیا پر پاکستان کی 2019 کی ایک پرانی ویڈیو کو بھارت میں ہونے والے سی اے اے احتجاج سے جوڑ کر شیئر کیا جا رہا ہے۔ اس کے ذریعے مختلف ممالک میں نوجوانوں کے احتجاج اور سماجی تبدیلی پر بحث کی جا رہی ہے۔
newspaper/news029.png,مراد آباد کی عدالت نے محمد علی جوہر یونیورسٹی کی 38 عمارتوں کو گرانے کی کارروائی کو حتمی سماعت تک روک دیا ہے۔ یونیورسٹی کے طلبہ اور ملازمین کو اپنی تعلیم اور روزگار کے مستقبل کے بارے میں شدید تشویش ہے۔
newspaper/news030.png,جوہر یونیورسٹی کی طالبہ اقرا نے کہا کہ اگر یونیورسٹی کو منہدم کر دیا گیا تو اس کی تعلیم ادھوری رہ جائے گی اور گھر والے اسے واپس بلا کر شادی کر دیں گے۔ اس فیصلے کے خدشے نے طلبہ میں بے چینی پیدا کر دی ہے۔
newspaper/news031.png,پاکستان اور کویت کے درمیان 11 جون 2023ء کو دفاعی تعاون کا معاہدہ طے پایا تھا۔ تین سال بعد کویت نے اس معاہدے کی شاہی فرمان کے ذریعے منظوری دے دی۔ اس معاہدے سے دونوں ممالک کے درمیان دفاعی تعاون، تربیت اور باہمی تعلقات مزید مضبوط ہوں گے۔
newspaper/news032.png,ایران نے جنوری کے احتجاج سے متعلق مقدمے میں مزید دو افراد کو سیکیورٹی اہلکاروں کے قتل کے الزام میں پھانسی دے دی۔ اس مقدمے میں مجموعی طور پر بارہ افراد کو سزائے موت سنائی گئی تھی جبکہ احتجاج کے بعد اب تک متعدد افراد کو پھانسی دی جا چکی ہے۔
newspaper/news033.png,وفاقی حکومت نے پیٹرول اور ہائی اسپیڈ ڈیزل کی قیمتوں میں اضافہ کر دیا ہے۔ نئی قیمتوں کے مطابق پیٹرول اور ڈیزل دونوں مہنگے ہو گئے ہیں اور حکومت نے اس حوالے سے باقاعدہ نوٹیفکیشن جاری کر دیا ہے۔
newspaper/news034.png,امریکہ اور ایران کے درمیان ممکنہ معاہدے کی امید پر عالمی منڈی میں خام تیل کی قیمتوں میں نمایاں کمی ریکارڈ کی گیا۔ برینٹ اور امریکی خام تیل دونوں کی قیمتوں میں پانچ فیصد سے زیادہ کمی آئی۔
newspaper/news035.png,وفاقی ادارہ شماریات کے مطابق ہفتہ وار مہنگائی میں اضافہ ریکارڈ کیا گیا۔ مختلف اشیائے ضروریہ خصوصاً ٹماٹر، پیٹرول، ڈیزل اور انڈوں کی قیمتوں میں اضافہ ہوا جبکہ چند اشیاء کی قیمتوں میں کمی بھی دیکھی گئی۔
newspaper/news036.png,پاکستان بزنس فورم نے پیٹرولیم مصنوعات کی قیمتوں میں حالیہ اضافے پر تشویش کا اظہار کرتے ہوئے حکومت سے پیٹرولیم لیوی میں کمی اور آئل مارکیٹنگ کمپنیوں کے مارجن پر نظرثانی کا مطالبہ کیا ہے۔
newspaper/news037.png,آل پاکستان جیمز اینڈ جیولرز ایسوسی ایشن کے مطابق ملکی اور عالمی مارکیٹ میں سونے کی قیمت میں نمایاں کمی ہوئی ہے۔ فی تولہ اور دس گرام سونے کی قیمت کم ہونے کے بعد نئی قیمتیں جاری کر دی گئی ہیں۔
newspaper/news038.png,عمان نے آبنائے ہرمز کے انتظام کے لیے ایران کو مشترکہ علاقائی نظام کی تجویز دی ہے تاکہ خطے میں کشیدگی کم ہو اور سمندری راستوں کی حفاظت کو یقینی بنایا جا سکے۔
newspaper/news039.png,پاکستان اسٹاک ایکسچینج میں کے ایس ای 100 انڈیکس نے نئی تاریخی بلند ترین سطح حاصل کر لی۔ کاروبار کے دوران انڈیکس میں ریکارڈ پوائنٹس کا اضافہ دیکھنے میں آیا۔
newspaper/news040.png,وفاقی کابینہ نے پیٹرول ڈیلرز اور آئل مارکیٹنگ کمپنیوں کے منافع میں اضافے کی منظوری مؤخر کر دی ہے۔ حکومت نے اس فیصلے کو مکمل ڈیجیٹلائزیشن سے مشروط کرتے ہوئے فوری طور پر نافذ نہ کرنے کا فیصلہ کیا۔
signboards/signboard1.png,قصر آئینہ
signboards/signboard2.png,راولپنڈی RAWALPINDI
signboards/signboard3.png,KOSHISH کوشش
signboards/signboard4.png,Caution CNG PUMPS، No Smoking، سگریٹ نوشی منع ہے، No Naked Light، کھلی آگ جلانا منع ہے، No Mobile Phones، موبائل فون منع ہے، Switch Off Engine، انجن بند کریں
signboards/signboard5.png,اسلام آباد، لاہور، کراچی، پشاور، کوئٹہ، ملتان
signboards/signboard6.png,پارک میں جانا منع ہے
signboards/signboard7.png,اس جگہ پیشاب کرنا منع ہے
signboards/signboard8.png,استقبالیہ
signboards/signboard9.png,ٹریفک سائنز کی تیاری
signboards/signboard10.png,وقف برائے نماز
signboards/signboard11.png,ایڈوکیٹ
signboards/signboard12.png,چترال، دیر، Chitral، Dir
signboards/signboard13.png,فلاویون
signboards/signboard14.png,پھول توڑنا، پودوں کو نقصان پہنچانا اور پارک کو گندا کرنا منع ہے
signboards/signboard15.png,المطاف - الصحن، ALMataf - Mataf Square
signboards/signboard16.png,باب الصفا، زمزم پانی پینے کیلئے، مخرج الی المطاف، وضوخانہ - نساء
signboards/signboard17.png,وارڈروب
signboards/signboard18.png,خبردار، پھسلنے کا خطرہ
signboards/signboard19.png,نرسری، ایل کے جی، یو کے جی، اول مکتب، دوم مکتب، سوم مکتب، چہارم مکتب، پنجم مکتب، CLASS I، CLASS II، CLASS III، CLASS IV، CLASS V
signboards/signboard20.png,سرینگر ہائی وے، Srinagar Highway، لیہ، Leh، سرینگر، Srinagar، 733 Km، 300 Km
signboards/signboard21.png,زندگی ہماری اور پریشانی آپ کو؟
signboards/signboard22.png,کاہلی آگے ٹوٹے
signboards/signboard23.png,پھول توڑنا منع ہے
signboards/signboard24.png,دماغ شارٹ نہ کریں شکریہ
signboards/signboard25.png,آپ کو کیا؟
signboards/signboard26.png,شارع نوبار
signboards/signboard27.png,مبارکباد پیش کرتے ہیں
signboards/signboard28.png,ایصالِ ثواب
signboards/signboard29.png,چرس یا محبت؟
signboards/signboard30.png,بُدھُ
signboards/signboard31.png,کلاتھ ہاؤس
signboards/signboard32.png,خوش آمدید
signboards/signboard33.png,لاہور
signboards/signboard34.png,زخمِ حیات
signboards/signboard35.png,ہائے گرمی
signboards/signboard36.png,زیادہ فری مت ہو
signboards/signboard37.png,ڈبل فلم نئی اردو فلم گیت مالا ہمراہ رات کو بھی عید کے دن ہے حسینہ جان لیوا
signboards/signboard38.png,اجتماع
signboards/signboard39.png,چل نکل
signboards/signboard40.png,وٹ پینی
synthetic/urdu_1.png,پاکستان زندہ باد
synthetic/urdu_2.png,آج کا موسم خوشگوار ہے
synthetic/urdu_3.png,تعلیم ہر انسان کا حق ہے
synthetic/urdu_4.png,کراچی پاکستان کا سب سے بڑا شہر ہے
synthetic/urdu_5.png,محنت کامیابی کی کنجی ہے
synthetic/urdu_6.png,علم روشنی ہے
synthetic/urdu_7.png,وقت کی قدر کرو
synthetic/urdu_8.png,صحت ہزار نعمت ہے
synthetic/urdu_9.png,میں پاکستانی ہوں مجھے فخر ہے
synthetic/urdu_10.png,ماں کی دعا جنت کی کنجی ہے
synthetic/urdu_11.png,کتاب انسان کی بہترین دوست ہے
synthetic/urdu_12.png,پانی زندگی ہے
synthetic/urdu_13.png,سچ بولنا اچھی عادت ہے
synthetic/urdu_14.png,لاہور تاریخی شہر ہے
synthetic/urdu_15.png,بارش کا موسم خوبصورت ہے
synthetic/urdu_16.png,دوستی ایک انمول رشتہ ہے
synthetic/urdu_17.png,محنت کبھی رائیگاں نہیں جاتی
synthetic/urdu_18.png,امن سب کے لیے ضروری ہے
synthetic/urdu_19.png,استاد قوم کا معمار ہے
synthetic/urdu_20.png,خوشی بانٹنے سے بڑھتی ہے
synthetic/urdu_21.png,میری کتاب بہت دلچسپ ہے
synthetic/urdu_22.png,پاکستان ترقی کی راہ پر گامزن ہے
synthetic/urdu_23.png,ہمیں درخت لگانے چاہئیں
synthetic/urdu_24.png,صفائی نصف ایمان ہے
synthetic/urdu_25.png,کامیابی مسلسل محنت سے ملتی ہے
synthetic/urdu_26.png,بچے قوم کا مستقبل ہیں
synthetic/urdu_27.png,علم انسان کو عزت دیتا ہے
synthetic/urdu_28.png,وقت بہت قیمتی ہے
synthetic/urdu_29.png,سچائی بہترین پالیسی ہے
synthetic/urdu_30.png,ہر مشکل کے بعد آسانی ہے
synthetic/urdu_31.png,اتحاد میں طاقت ہے
synthetic/urdu_32.png,اپنے والدین کا احترام کریں
synthetic/urdu_33.png,زندگی ایک خوبصورت سفر ہے
synthetic/urdu_34.png,دوسروں کی مدد کرنا نیکی ہے
synthetic/urdu_35.png,پاکستان ہمارا پیارا وطن ہے
synthetic/urdu_36.png,مطالعہ علم میں اضافہ کرتا ہے
synthetic/urdu_37.png,ایمانداری بہترین خوبی ہے
synthetic/urdu_38.png,کھیل صحت کے لیے ضروری ہیں
synthetic/urdu_39.png,ہمیشہ سچ بولنا چاہیے
synthetic/urdu_40.png,خواب وہی پورے ہوتے ہیں جن کے لیے محنت کی جائے
other/1.png,اسکے ساتھ ملحقہ علاقے کے عوام نے بجلی و گیس
other/2.png,کی لوڈ شیڈنگ کے خلاف مظاہرہ کیا۔ پولیس تشدد سے ایک نوجوان
other/3.png,منشور علی جاں بحق اور 2 خواتین سمیت 14 افراد زخمی ہو گئے۔
other/4.png,علاقے میں کرفیو نافذ کر دیا گیا ہے۔ مکینوں نے الزام
other/5.png,لگایا کہ پولیس کی فائرنگ سے شہری ہلاک ہوا جبکہ
other/6.png,پولیس کا کہنا ہے کہ مظاہرین میں کسی نے نہم
other/7.png,پر براہ راست فائرنگ کی اور فائرنگ کے تبادلے کے
other/8.png,نتیجے میں ایک شہری ہلاک ہو گیا۔ تفصیلات کے مطابق بتول
other/9.png,میں اقوام منزل اور اسکے ساتھ ملحقہ علاقے کے عوام
other/10.png,نے بجلی و گیس کی لوڈ شیڈنگ کے خلاف مظاہرہ کیا۔ مظاہرین نے
other/11.png,مظاہرے کے دوران بینوں، ٹائروں روڈ بلاک کردی اور سٹرک
other/12.png,خالی کرنے سے انکار کردیا، مظاہرین کو روڈ سے ہٹانے
