image,text
data/raw/books/books017.png,دنیا کو کوئی روزہ دار مکمل سمجھ کر مت اپناؤ
data/raw/books/books018.png,تمہارا انتظار ہمیشہ رہے گا
data/raw/books/books019.png,تکبر انسان کو اندھا کر دیتا ہے
data/raw/books/books020.png,کچھ لوگ دل میں ہمیشہ رہ جاتے ہیں
data/raw/signboards/signboard001.png,قصر آئینہ
data/raw/signboards/signboard002.png,راولپنڈی RAWALPINDI
data/raw/signboards/signboard003.png,KOSHISH کوشش
data/raw/signboards/signboard004.png,Caution CNG PUMPS، No Smoking، سگریٹ نوشی منع ہے، No Naked Light، کھلی آگ جلانا منع ہے، No Mobile Phones، موبائل فون منع ہے، Switch Off Engine، انجن بند کریں
data/raw/signboards/signboard005.png,اسلام آباد، لاہور، کراچی، پشاور، کوئٹہ، ملتان
data/raw/signboards/signboard006.png,پارک میں جانا منع ہے
data/raw/signboards/signboard007.png,اس جگہ پیشاب کرنا منع ہے
data/raw/signboards/signboard008.png,استقبالیہ
data/raw/signboards/signboard009.png,ٹریفک سائنز کی تیاری
data/raw/signboards/signboard010.png,وقف برائے نماز
data/raw/signboards/signboard011.png,ایڈوکیٹ
data/raw/signboards/signboard012.png,چترال، دیر، Chitral، Dir
data/raw/signboards/signboard013.png,فلاویون
data/raw/signboards/signboard014.png,پھول توڑنا، پودوں کو نقصان پہنچانا اور پارک کو گندا کرنا منع ہے
data/raw/signboards/signboard015.png,المطاف - الصحن، ALMataf - Mataf Square
data/raw/signboards/signboard016.png,باب الصفا، زمزم پانی پینے کیلئے، مخرج الی المطاف، وضوخانہ - نساء
data/raw/signboards/signboard017.png,وارڈروب
data/raw/signboards/signboard018.png,خبردار، پھسلنے کا خطرہ
data/raw/signboards/signboard019.png,نرسری، ایل کے جی، یو کے جی، اول مکتب، دوم مکتب، سوم مکتب، چہارم مکتب، پنجم مکتب، CLASS I، CLASS II، CLASS III، CLASS IV، CLASS V
data/raw/signboards/signboard020.png,سرینگر ہائی وے، Srinagar Highway، لیہ، Leh، سرینگر، Srinagar، 733 Km، 300 Km
data/raw/other/other001.png,اسکے ساتھ ملحقہ علاقے کے عوام نے بجلی و گیس
data/raw/other/other002.png,کی لوڈ شیڈنگ کے خلاف مظاہرہ کیا۔ پولیس تشدد سے ایک نوجوان
data/raw/other/other003.png,منشور علی جاں بحق اور 2 خواتین سمیت 14 افراد زخمی ہو گئے۔
data/raw/other/other004.png,علاقے میں کرفیو نافذ کر دیا گیا ہے۔ مکینوں نے الزام
data/raw/other/other005.png,لگایا کہ پولیس کی فائرنگ سے شہری ہلاک ہوا جبکہ
data/raw/other/other006.png,پولیس کا کہنا ہے کہ مظاہرین میں کسی نے نہم
data/raw/other/other007.png,پر براہ راست فائرنگ کی اور فائرنگ کے تبادلے کے
data/raw/other/other008.png,نتیجے میں ایک شہری ہلاک ہو گیا۔ تفصیلات کے مطابق بتول
data/raw/other/other009.png,میں اقوام منزل اور اسکے ساتھ ملحقہ علاقے کے عوام
data/raw/other/other010.png,نے بجلی و گیس کی لوڈ شیڈنگ کے خلاف مظاہرہ کیا۔ مظاہرین نے
data/raw/other/other011.png,مظاہرے کے دوران بینوں، ٹائروں روڈ بلاک کردی اور سٹرک
data/raw/other/other012.png,خالی کرنے سے انکار کردیا، مظاہرین کو روڈ سے ہٹانے
data/raw/other/other013.png,کیلئے پولیس نے مظاہرین پر لاٹھی چارج اور فائرنگ کی
data/raw/other/other014.png,جس سے ایک نوجوان منشور علی جاں بحق اور 2
data/raw/other/other015.png,خواتین سمیت 14 افراد زخمی ہوئے۔ زخمیوں کو قریبی ہسپتال
data/raw/other/other016.png,منتقل کر دیا گیا۔ بنوں اور ڈیرہ اسماعیل خان ضلع کو
data/raw/other/other017.png,ملانے والی مرکزی شاہراہ پر کرفیو نافذ کر دیا گیا ہے۔ بنوں
data/raw/other/other018.png,میں تشدد اس وقت شروع ہوا جب 500 کے لگ بھگ
data/raw/other/other019.png,مظاہرین نے مصروف شاہراہ بلاک کر دی اور خالی کرنے سے
data/raw/other/other020.png,انکار کر دیا۔ مظاہرین نے شاہراہ کو 3 گھنٹے تک بلاک رکھا۔ پولیس کا
data/raw/synthetic/synthetic001.png,پاکستان زندہ باد
data/raw/synthetic/synthetic002.png,آج کا موسم خوشگوار ہے
data/raw/synthetic/synthetic003.png,تعلیم ہر انسان کا حق ہے
data/raw/synthetic/synthetic004.png,کراچی پاکستان کا سب سے بڑا شہر ہے
data/raw/synthetic/synthetic005.png,محنت کامیابی کی کنجی ہے
data/raw/synthetic/synthetic006.png,علم روشنی ہے
data/raw/synthetic/synthetic007.png,وقت کی قدر کرو
data/raw/synthetic/synthetic008.png,صحت ہزار نعمت ہے
data/raw/synthetic/synthetic009.png,میں پاکستانی ہوں مجھے فخر ہے
data/raw/synthetic/synthetic010.png,ماں کی دعا جنت کی کنجی ہے
data/raw/synthetic/synthetic011.png,کتاب انسان کی بہترین دوست ہے
data/raw/synthetic/synthetic012.png,پانی زندگی ہے
data/raw/synthetic/synthetic013.png,سچ بولنا اچھی عادت ہے
data/raw/synthetic/synthetic014.png,لاہور تاریخی شہر ہے
data/raw/synthetic/synthetic015.png,بارش کا موسم خوبصورت ہے
data/raw/synthetic/synthetic016.png,دوستی ایک انمول رشتہ ہے
data/raw/synthetic/synthetic017.png,محنت کبھی رائیگاں نہیں جاتی
data/raw/synthetic/synthetic018.png,امن سب کے لیے ضروری ہے
data/raw/synthetic/synthetic019.png,استاد قوم کا معمار ہے
data/raw/synthetic/synthetic020.png,خوشی بانٹنے سے بڑھتی ہے
